,Churn,Tenure,PreferedOrderCat,Complain,CashbackAmount,DaySinceLastOrder,SatisfactionScore,Gender,MaritalStatus
199,0,3.0,Laptop & Accessory,0,157.75,9.0,2,Female,Divorced
200,0,4.0,Fashion,0,189.43,9.0,3,Female,Divorced
201,0,12.0,Others,0,292.72,3.0,2,Male,Divorced
202,1,2.0,Laptop & Accessory,1,152.38,0.0,3,Female,Divorced
203,0,6.0,Laptop & Accessory,0,146.82,1.0,2,Male,Single
204,0,20.0,Others,0,283.0,1.0,3,Male,Divorced
205,0,16.0,Laptop & Accessory,0,152.57,0.0,3,Female,Married
206,0,0.0,Laptop & Accessory,1,163.49,4.0,4,Male,Divorced
207,0,27.0,Laptop & Accessory,0,148.69,3.0,3,Female,Single
208,0,16.0,Fashion,0,199.85,0.0,5,Female,Divorced
209,0,18.0,Laptop & Accessory,0,136.97,8.0,2,Male,Divorced
210,0,13.0,Laptop & Accessory,1,174.57,2.0,2,Male,Divorced
211,1,10.189899366380917,Mobile,1,121.19,7.0,5,Male,Divorced
212,0,2.0,Mobile Phone,0,139.83,2.0,2,Male,Single
213,0,3.0,Laptop & Accessory,0,161.18,2.0,3,Female,Married
214,0,0.0,Laptop & Accessory,0,162.14,7.0,4,Female,Divorced
215,0,10.0,Laptop & Accessory,0,163.47,4.0,2,Male,Married
216,0,11.0,Fashion,1,215.10000000000002,4.543490512868683,2,Male,Married
217,0,4.0,Fashion,1,171.43,10.0,2,Female,Single
218,0,2.0,Laptop & Accessory,1,182.68,7.0,4,Female,Married
219,0,8.0,Fashion,0,180.95,13.0,4,Male,Single
220,0,0.0,Mobile,0,129.04,2.0,2,Male,Married
221,0,14.0,Laptop & Accessory,1,160.32,2.0,4,Male,Single
222,0,20.0,Laptop & Accessory,0,129.76,0.0,3,Male,Single
223,0,15.0,Grocery,0,259.92,0.0,2,Female,Single
224,0,2.0,Laptop & Accessory,0,146.49,2.0,3,Male,Divorced
225,0,15.0,Mobile,1,126.96000000000001,0.0,3,Male,Married
226,0,5.0,Mobile,0,123.69999999999999,7.0,4,Female,Divorced
227,0,21.0,Fashion,0,225.04000000000002,4.543490512868683,3,Female,Divorced
228,0,10.0,Laptop & Accessory,1,159.74,7.0,5,Male,Married
229,0,3.0,Laptop & Accessory,1,147.36,2.0,3,Female,Divorced
230,0,0.0,Laptop & Accessory,0,152.96,7.0,3,Male,Divorced
231,0,15.0,Laptop & Accessory,0,167.81,0.0,2,Male,Single
232,1,10.189899366380917,Mobile,1,121.74000000000001,2.0,4,Female,Single
233,0,9.0,Laptop & Accessory,0,166.53,0.0,2,Female,Single
234,0,9.0,Fashion,0,196.99,12.0,2,Male,Divorced
235,0,30.0,Laptop & Accessory,0,167.55,2.0,3,Male,Divorced
236,0,10.189899366380917,Mobile,1,122.13,7.0,3,Female,Divorced
237,0,0.0,Mobile,0,126.1,2.0,2,Male,Single
238,1,0.0,Mobile,1,128.51,0.0,3,Female,Single
239,0,10.0,Mobile,0,134.52,3.0,5,Female,Divorced
240,0,19.0,Laptop & Accessory,0,152.58,0.0,3,Female,Divorced
241,1,4.0,Laptop & Accessory,0,193.55,7.0,4,Male,Single
242,0,23.0,Fashion,0,204.96,3.0,2,Male,Single
243,1,3.0,Laptop & Accessory,1,163.8,0.0,3,Male,Divorced
244,0,4.0,Mobile,1,126.57,2.0,4,Male,Single
245,1,0.0,Mobile,0,127.16,0.0,4,Female,Single
246,0,10.189899366380917,Mobile,0,122.00999999999999,2.0,2,Male,Single
247,0,8.0,Laptop & Accessory,0,165.4,0.0,4,Male,Single
248,0,0.0,Mobile Phone,0,138.16,4.0,4,Male,Married
249,0,1.0,Laptop & Accessory,0,152.53,7.0,2,Male,Single
250,0,22.0,Fashion,0,145.0,0.0,3,Male,Single
251,0,24.0,Laptop & Accessory,0,149.36,7.0,2,Female,Divorced
252,0,9.0,Mobile,0,125.43,2.0,3,Female,Divorced
253,1,0.0,Laptop & Accessory,1,153.04,4.0,2,Male,Single
254,0,28.0,Grocery,1,266.59,2.0,2,Female,Single
255,0,0.0,Laptop & Accessory,1,142.6,3.0,3,Female,Married
256,0,3.0,Mobile,0,124.75999999999999,0.0,4,Male,Divorced
257,1,0.0,Mobile,0,131.02,4.0,5,Male,Single
258,0,10.189899366380917,Mobile,0,122.44,2.0,4,Female,Divorced
259,0,9.0,Fashion,0,175.96,0.0,3,Male,Divorced
260,1,10.189899366380917,Mobile,1,122.85,0.0,2,Male,Single
261,0,10.0,Mobile,0,130.34,17.0,5,Female,Married
262,0,13.0,Laptop & Accessory,0,157.15,3.0,4,Female,Married
263,0,15.0,Mobile,0,125.75999999999999,2.0,5,Female,Married
264,0,10.0,Laptop & Accessory,1,141.97,1.0,4,Male,Single
265,0,16.0,Grocery,0,243.36,9.0,4,Male,Married
266,0,13.0,Laptop & Accessory,0,134.48,0.0,3,Female,Divorced
267,0,27.0,Others,0,294.06,2.0,5,Male,Divorced
268,0,7.0,Laptop & Accessory,0,165.38,2.0,3,Female,Divorced
269,0,4.0,Laptop & Accessory,0,143.06,12.0,5,Female,Divorced
270,0,10.189899366380917,Mobile,0,122.58000000000001,2.0,2,Male,Divorced
271,0,16.0,Laptop & Accessory,1,145.22,2.0,3,Female,Married
272,0,0.0,Laptop & Accessory,1,144.87,3.0,2,Female,Single
273,0,10.0,Laptop & Accessory,1,144.49,7.0,3,Female,Divorced
274,0,10.189899366380917,Mobile,0,122.18,2.0,5,Male,Divorced
275,0,12.0,Others,1,291.97,6.0,3,Male,Married
276,0,29.0,Grocery,0,232.12,7.0,5,Female,Divorced
277,0,3.0,Laptop & Accessory,0,165.77,4.0,3,Female,Single
278,0,14.0,Fashion,0,183.92,7.0,5,Male,Divorced
279,0,1.0,Laptop & Accessory,0,145.58,8.0,5,Male,Married
280,1,0.0,Mobile Phone,0,140.31,2.0,5,Male,Divorced
281,0,25.0,Fashion,1,179.69,4.0,3,Male,Divorced
282,0,18.0,Mobile,0,126.53999999999999,2.0,2,Male,Divorced
283,0,25.0,Grocery,0,265.55,4.0,2,Female,Divorced
284,0,15.0,Laptop & Accessory,0,145.56,2.0,3,Female,Married
285,0,3.0,Laptop & Accessory,0,160.91,2.0,2,Female,Single
286,0,30.0,Others,0,295.66,10.0,5,Female,Divorced
287,0,19.0,Laptop & Accessory,0,148.1,8.0,3,Female,Married
288,0,15.0,Laptop & Accessory,0,145.23,4.0,2,Female,Divorced
289,1,0.0,Mobile,1,132.02,4.0,4,Female,Single
290,1,0.0,Mobile,0,123.50999999999999,0.0,3,Female,Married
291,0,10.189899366380917,Mobile Phone,1,117.02000000000001,0.0,2,Male,Divorced
292,0,13.0,Others,0,280.41,12.0,3,Female,Divorced
293,0,0.0,Mobile,0,128.86,2.0,2,Female,Married
294,0,10.189899366380917,Mobile,0,120.97,4.0,2,Male,Divorced
295,0,2.0,Fashion,0,219.35000000000002,4.543490512868683,3,Male,Divorced
296,1,0.0,Mobile,0,125.46000000000001,1.0,4,Female,Divorced
297,1,0.0,Mobile,0,125.63999999999999,0.0,2,Male,Single
298,0,3.0,Fashion,0,184.12,8.0,5,Female,Divorced
299,0,30.0,Grocery,0,241.18,0.0,2,Male,Married
300,0,23.0,Grocery,0,270.46,7.0,3,Male,Divorced
301,0,3.0,Mobile,0,125.63999999999999,7.0,2,Female,Single
302,0,30.0,Fashion,0,202.66,11.0,5,Female,Divorced
303,0,20.0,Laptop & Accessory,0,150.7,4.0,2,Female,Married
304,0,19.0,Grocery,0,278.61,1.0,3,Male,Divorced
305,0,8.0,Mobile Phone,0,142.3,3.0,3,Male,Single
306,0,27.0,Laptop & Accessory,0,137.8,0.0,3,Female,Single
307,0,7.0,Mobile,0,127.68,7.0,3,Male,Married
308,0,19.0,Fashion,1,190.71,2.0,2,Female,Divorced
309,0,4.0,Fashion,0,206.48000000000002,8.0,4,Male,Married
310,1,0.0,Fashion,1,236.10000000000002,7.0,3,Male,Divorced
311,1,0.0,Mobile,0,134.08,3.0,2,Male,Married
312,0,3.0,Mobile,0,129.83,2.0,4,Male,Single
313,0,8.0,Fashion,1,176.32,0.0,3,Male,Divorced
314,1,0.0,Fashion,0,198.24,0.0,3,Male,Divorced
315,1,0.0,Fashion,1,199.5,2.0,5,Female,Married
316,0,10.189899366380917,Mobile,0,120.93,0.0,3,Male,Divorced
317,0,9.0,Fashion,0,199.8,7.0,2,Male,Single
318,1,0.0,Mobile Phone,0,138.94,2.0,3,Male,Single
319,0,21.0,Laptop & Accessory,0,140.51,7.0,2,Female,Divorced
320,0,28.0,Grocery,0,268.35,7.0,4,Female,Single
321,0,14.0,Laptop & Accessory,0,162.3,10.0,2,Male,Single
322,0,8.0,Laptop & Accessory,0,147.17,9.0,3,Male,Divorced
323,0,13.0,Grocery,0,232.37,13.0,3,Female,Single
324,0,12.0,Mobile Phone,0,137.55,7.0,3,Female,Divorced
325,0,4.0,Laptop & Accessory,1,165.82,5.0,2,Male,Single
326,0,15.0,Fashion,1,174.06,8.0,5,Male,Divorced
327,0,18.0,Laptop & Accessory,0,148.05,7.0,4,Male,Divorced
328,1,0.0,Mobile,1,127.41,0.0,3,Female,Married
329,0,2.0,Laptop & Accessory,0,142.62,2.0,2,Male,Married
330,0,6.0,Grocery,0,261.84,5.0,3,Female,Married
331,0,0.0,Fashion,0,215.57,4.543490512868683,2,Male,Married
332,1,10.189899366380917,Mobile Phone,1,118.78,0.0,4,Male,Single
333,0,13.0,Fashion,0,209.32,4.543490512868683,5,Male,Married
334,0,14.0,Laptop & Accessory,1,168.11,7.0,3,Female,Single
335,0,0.0,Laptop & Accessory,0,143.06,0.0,3,Male,Married
336,0,8.0,Laptop & Accessory,0,148.59,3.0,3,Female,Single
337,0,7.0,Laptop & Accessory,0,153.37,7.0,2,Male,Single
338,1,0.0,Mobile,1,123.4,0.0,2,Male,Single
339,0,10.0,Fashion,0,174.91,2.0,2,Female,Single
340,0,19.0,Fashion,0,205.27,2.0,3,Female,Divorced
341,0,14.0,Grocery,0,265.95,8.0,5,Female,Divorced
342,0,10.0,Fashion,0,188.34,7.0,4,Male,Married
343,0,25.0,Laptop & Accessory,1,155.77,9.0,5,Male,Married
344,1,0.0,Laptop & Accessory,0,147.07,2.0,3,Male,Divorced
345,0,0.0,Mobile,0,124.0,1.0,2,Male,Divorced
346,0,11.0,Laptop & Accessory,0,198.24,0.0,3,Female,Divorced
347,0,10.0,Laptop & Accessory,0,164.47,3.0,4,Female,Divorced
348,0,22.0,Others,1,295.02,9.0,3,Male,Married
349,0,0.0,Mobile,1,127.25,4.0,2,Male,Divorced
350,0,0.0,Laptop & Accessory,0,162.72,4.0,4,Male,Divorced
351,0,10.189899366380917,Mobile,0,121.27000000000001,0.0,4,Male,Divorced
352,0,23.0,Others,0,282.0,7.0,4,Male,Divorced
353,0,10.189899366380917,Mobile,0,120.96000000000001,6.0,3,Male,Divorced
354,1,0.0,Mobile,1,128.86,2.0,3,Female,Divorced
355,1,10.189899366380917,Mobile,0,120.33000000000001,0.0,5,Male,Divorced
356,0,7.0,Mobile Phone,1,136.22,3.0,2,Male,Divorced
357,1,0.0,Laptop & Accessory,0,142.33,2.0,5,Male,Married
358,0,8.0,Laptop & Accessory,0,136.81,2.0,2,Male,Single
359,0,4.0,Laptop & Accessory,0,154.6,7.0,2,Male,Married
360,0,10.189899366380917,Mobile,0,121.87,3.0,3,Female,Married
361,0,10.0,Laptop & Accessory,1,196.02,0.0,3,Male,Divorced
362,0,0.0,Mobile,0,128.36,0.0,4,Female,Single
363,0,15.0,Laptop & Accessory,0,140.89,2.0,2,Female,Divorced
364,0,16.0,Grocery,1,266.27,0.0,2,Male,Married
365,0,11.0,Mobile,0,126.19,0.0,5,Female,Single
366,0,16.0,Laptop & Accessory,1,156.79,7.0,3,Male,Married
367,0,21.0,Grocery,0,254.01999999999998,2.0,5,Female,Divorced
368,0,17.0,Laptop & Accessory,0,159.85,2.0,3,Female,Single
369,0,7.0,Mobile,1,125.78999999999999,6.0,3,Female,Married
370,1,0.0,Mobile,0,130.41,2.0,5,Male,Married
371,0,0.0,Mobile,0,134.47,2.0,3,Male,Single
372,0,17.0,Others,1,295.13,1.0,2,Male,Divorced
373,0,0.0,Mobile,0,127.72999999999999,2.0,3,Male,Divorced
374,0,6.0,Laptop & Accessory,0,171.04,2.0,3,Male,Married
375,0,5.0,Laptop & Accessory,1,163.22,5.0,2,Female,Divorced
376,0,10.189899366380917,Mobile,0,120.83000000000001,0.0,3,Female,Married
377,0,26.0,Laptop & Accessory,0,183.81,10.0,5,Female,Single
378,0,7.0,Mobile,0,126.91,8.0,2,Male,Divorced
379,1,8.0,Laptop & Accessory,0,142.86,0.0,5,Female,Divorced
380,0,0.0,Mobile,1,126.59,2.0,2,Female,Divorced
381,0,10.0,Fashion,0,194.34,8.0,3,Male,Divorced
382,0,2.0,Laptop & Accessory,0,155.61,2.0,3,Female,Divorced
383,0,8.0,Laptop & Accessory,0,166.46,8.0,2,Male,Single
384,0,6.0,Laptop & Accessory,0,177.25,7.0,2,Male,Married
385,0,27.0,Fashion,0,207.25,1.0,4,Male,Divorced
386,0,9.0,Laptop & Accessory,1,188.47,2.0,4,Male,Married
387,0,10.189899366380917,Mobile,0,120.44999999999999,1.0,2,Male,Single
388,1,0.0,Mobile Phone,1,110.09,1.0,3,Male,Single
389,1,0.0,Mobile,1,133.48,7.0,5,Male,Single
390,0,10.189899366380917,Mobile Phone,0,112.81,0.0,3,Male,Divorced
391,0,0.0,Mobile,0,128.19,2.0,5,Male,Divorced
392,0,0.0,Laptop & Accessory,0,148.51,2.0,4,Male,Divorced
393,0,11.0,Laptop & Accessory,0,140.28,5.0,2,Female,Single
394,0,2.0,Mobile,0,127.19999999999999,8.0,2,Male,Married
395,0,21.0,Laptop & Accessory,0,181.2,2.0,4,Male,Divorced
396,0,0.0,Laptop & Accessory,1,146.47,4.0,2,Female,Married
